idProducto,idCliente,idEmpleado,tipo,Monto,fecha,metodoPago
8543,2149,16,Venta,0,05/01/17,Efectivo
7405,2946,17,Venta,0,05/01/17,Efectivo
6529,3418,17,Venta,0,05/01/17,Tarjeta
8647,1009,16,Venta,0,05/01/17,Efectivo
7529,4507,20,Venta,0,05/01/17,Tarjeta
6822,1887,17,Venta,0,05/01/17,Efectivo
8923,2540,20,Venta,0,05/01/17,Tarjeta
7422,3224,18,Venta,0,05/01/17,Efectivo
6960,4377,17,Venta,0,05/01/17,Efectivo
6953,331,21,Venta,0,05/01/17,Efectivo
7103,4203,18,Venta,0,05/01/17,Tarjeta
8608,4955,15,Venta,0,05/01/17,Tarjeta
8666,2797,15,Venta,0,05/01/17,Tarjeta
7146,1836,20,Venta,0,05/01/17,Tarjeta
7488,494,18,Venta,0,05/01/17,Tarjeta
7978,2270,19,Venta,0,05/01/17,Efectivo
6329,659,18,Venta,0,05/01/17,Tarjeta
6518,4437,18,Venta,0,05/01/17,Efectivo
7143,289,21,Venta,0,05/01/17,Tarjeta
7661,3901,16,Venta,0,05/01/17,Tarjeta
6013,148,16,Venta,0,05/01/17,Efectivo
8503,3294,17,Venta,0,05/01/17,Efectivo
8358,3445,15,Venta,0,05/01/17,Efectivo
7965,1637,16,Venta,0,05/01/17,Tarjeta
8009,3554,18,Venta,0,05/01/17,Efectivo
8629,2762,21,Venta,0,05/01/17,Tarjeta
7549,376,20,Venta,0,05/01/17,Tarjeta
6009,2446,18,Venta,0,05/01/17,Tarjeta
6758,437,17,Venta,0,05/01/17,Efectivo
8210,3651,19,Venta,0,05/01/17,Tarjeta
6305,3223,21,Venta,0,05/01/17,Efectivo
7059,2713,18,Venta,0,05/01/17,Tarjeta
8060,3755,15,Venta,0,05/01/17,Tarjeta
7171,2832,15,Venta,0,05/01/17,Tarjeta
8638,1600,19,Venta,0,05/01/17,Tarjeta
6747,2372,20,Venta,0,05/01/17,Efectivo
8574,465,18,Venta,0,05/01/17,Tarjeta
6207,699,19,Venta,0,05/01/17,Efectivo
7147,4051,21,Venta,0,05/01/17,Efectivo
7998,1573,19,Venta,0,05/01/17,Efectivo
7916,1646,15,Venta,0,05/01/17,Efectivo
7857,355,18,Venta,0,05/01/17,Tarjeta
8878,2799,20,Venta,0,05/01/17,Efectivo
7410,2183,18,Venta,0,05/01/17,Efectivo
6956,3313,21,Venta,0,05/01/17,Tarjeta
6693,3309,20,Venta,0,05/01/17,Tarjeta
8427,1324,17,Venta,0,05/01/17,Tarjeta
7790,4652,20,Venta,0,05/01/17,Tarjeta
8618,2735,19,Venta,0,05/01/17,Tarjeta
8944,3745,21,Venta,0,05/01/17,Tarjeta
7052,635,20,Venta,0,05/01/17,Efectivo
8907,2446,16,Venta,0,05/01/17,Tarjeta
6726,4247,16,Venta,0,05/01/17,Tarjeta
8864,4752,16,Venta,0,05/01/17,Tarjeta
7284,1105,15,Venta,0,05/01/17,Efectivo
6640,4814,20,Venta,0,05/01/17,Efectivo
7890,1790,15,Venta,0,05/01/17,Efectivo
7362,3767,20,Venta,0,05/01/17,Tarjeta
6088,1519,18,Venta,0,05/01/17,Tarjeta
6935,876,17,Venta,0,05/01/17,Tarjeta
7515,3198,20,Venta,0,05/01/17,Tarjeta
7071,1535,18,Venta,0,05/01/17,Efectivo
8251,3031,21,Venta,0,05/01/17,Efectivo
6955,2834,21,Venta,0,05/01/17,Tarjeta
7920,4656,16,Venta,0,05/01/17,Tarjeta
6619,176,18,Venta,0,05/01/17,Efectivo
6388,1584,17,Venta,0,05/01/17,Efectivo
8903,346,16,Venta,0,05/01/17,Efectivo
7359,388,20,Venta,0,05/01/17,Tarjeta
8581,1962,16,Venta,0,05/01/17,Tarjeta
8520,3457,21,Venta,0,05/01/17,Tarjeta
8388,1950,18,Venta,0,05/01/17,Tarjeta
8985,3560,18,Venta,0,05/01/17,Efectivo
6365,3136,16,Venta,0,05/01/17,Tarjeta
8546,4314,19,Venta,0,05/01/17,Efectivo
8091,3058,15,Venta,0,05/01/17,Tarjeta
6824,1763,21,Venta,0,27/02/17,Efectivo
7835,2142,16,Venta,0,27/02/17,Tarjeta
8422,4904,19,Venta,0,28/02/17,Efectivo
8660,4255,15,Venta,0,28/02/17,Tarjeta
6884,2957,19,Venta,0,28/02/17,Efectivo
6826,4771,16,Venta,0,01/03/17,Tarjeta
6099,1297,15,Venta,0,01/03/17,Efectivo
7972,902,19,Venta,0,01/03/17,Tarjeta
7726,3819,20,Venta,0,02/03/17,Efectivo
7033,615,17,Venta,0,02/03/17,Tarjeta
7574,532,16,Venta,0,03/03/17,Tarjeta
8800,1126,21,Venta,0,03/03/17,Efectivo
7927,511,19,Venta,0,03/03/17,Tarjeta
7708,780,15,Venta,0,03/03/17,Efectivo
6011,1399,15,Venta,0,04/03/17,Efectivo
6090,3060,17,Venta,0,04/03/17,Tarjeta
7942,4432,16,Venta,0,04/03/17,Efectivo
7634,2923,21,Venta,0,04/03/17,Efectivo
6444,2140,21,Venta,0,05/03/17,Efectivo
7509,2110,16,Venta,0,05/03/17,Efectivo
8035,3347,20,Venta,0,05/03/17,Efectivo
7379,2458,21,Venta,0,05/03/17,Tarjeta
6756,2906,19,Venta,0,05/03/17,Tarjeta
8769,2755,18,Venta,0,06/03/17,Efectivo
8928,1859,15,Venta,0,06/03/17,Tarjeta
6424,2133,21,Venta,0,07/03/17,Efectivo
6690,51,20,Venta,0,07/03/17,Tarjeta
7306,4062,16,Venta,0,07/03/17,Efectivo
7353,4826,17,Venta,0,07/03/17,Efectivo
6928,3932,15,Venta,0,07/03/17,Tarjeta
8400,4897,18,Venta,0,08/03/17,Tarjeta
7395,2572,16,Venta,0,08/03/17,Tarjeta
8678,3859,20,Venta,0,08/03/17,Tarjeta
7200,2778,15,Venta,0,08/03/17,Efectivo
7733,3896,15,Venta,0,08/03/17,Efectivo
6710,4694,19,Venta,0,08/03/17,Efectivo
6353,1800,16,Venta,0,09/03/17,Tarjeta
7748,4232,21,Venta,0,09/03/17,Tarjeta
7470,3083,20,Venta,0,09/03/17,Tarjeta
6102,4022,18,Venta,0,09/03/17,Efectivo
8688,298,17,Venta,0,10/03/17,Tarjeta
6300,945,16,Venta,0,11/03/17,Efectivo
6707,1260,16,Venta,0,11/03/17,Tarjeta
7778,892,21,Venta,0,12/03/17,Tarjeta
8397,549,21,Venta,0,12/03/17,Efectivo
6835,1880,16,Venta,0,12/03/17,Efectivo
6183,1036,16,Venta,0,12/03/17,Efectivo
6068,4099,16,Venta,0,13/03/17,Tarjeta
6677,1540,16,Venta,0,13/03/17,Efectivo
8848,532,20,Venta,0,13/03/17,Tarjeta
8006,1350,19,Venta,0,13/03/17,Tarjeta
7201,323,15,Venta,0,13/03/17,Tarjeta
8746,4994,17,Venta,0,13/03/17,Tarjeta
6551,2552,17,Venta,0,13/03/17,Efectivo
6284,759,21,Venta,0,14/03/17,Efectivo
8442,3138,20,Venta,0,14/03/17,Efectivo
7397,2431,15,Venta,0,14/03/17,Tarjeta
8170,3772,18,Venta,0,14/03/17,Tarjeta
8699,1496,21,Venta,0,14/03/17,Efectivo
7101,247,17,Venta,0,14/03/17,Tarjeta
7747,3878,21,Venta,0,15/03/17,Efectivo
8179,4839,21,Venta,0,15/03/17,Efectivo
7740,2587,15,Venta,0,15/03/17,Efectivo
7185,2888,17,Venta,0,15/03/17,Tarjeta
6796,582,15,Venta,0,15/03/17,Efectivo
7291,3212,16,Venta,0,16/03/17,Efectivo
8338,2632,19,Venta,0,16/03/17,Efectivo
8934,3235,15,Venta,0,17/03/17,Efectivo
8982,501,15,Venta,0,17/03/17,Efectivo
6137,2404,20,Venta,0,17/03/17,Tarjeta
8214,3166,16,Venta,0,17/03/17,Tarjeta
8969,934,16,Venta,0,17/03/17,Tarjeta
8990,2890,18,Venta,0,18/03/17,Efectivo
8257,3843,17,Venta,0,18/03/17,Tarjeta
8151,3529,15,Venta,0,18/03/17,Efectivo
7683,2069,15,Venta,0,18/03/17,Efectivo
7433,3044,15,Venta,0,19/03/17,Efectivo
6808,4531,16,Venta,0,19/03/17,Tarjeta
7867,258,18,Venta,0,19/03/17,Tarjeta
7828,3822,18,Venta,0,19/03/17,Tarjeta
6322,1807,17,Venta,0,19/03/17,Efectivo
6085,601,15,Venta,0,19/03/17,Tarjeta
8118,3693,19,Venta,0,20/03/17,Efectivo
8281,2588,21,Venta,0,20/03/17,Efectivo
7172,3878,16,Venta,0,20/03/17,Tarjeta
6409,1817,17,Venta,0,20/03/17,Efectivo
6074,1048,18,Venta,0,20/03/17,Tarjeta
7647,3782,19,Venta,0,21/03/17,Efectivo
8738,4070,21,Venta,0,21/03/17,Tarjeta
6942,3527,20,Venta,0,21/03/17,Efectivo
8381,1611,21,Venta,0,21/03/17,Tarjeta
7572,3051,18,Venta,0,21/03/17,Tarjeta
7127,3588,16,Venta,0,22/03/17,Efectivo
7875,2036,18,Venta,0,22/03/17,Tarjeta
8419,4425,17,Venta,0,22/03/17,Tarjeta
8501,1527,18,Venta,0,22/03/17,Tarjeta
7938,2808,16,Venta,0,23/03/17,Efectivo
8826,511,15,Venta,0,23/03/17,Tarjeta
7614,201,16,Venta,0,23/03/17,Tarjeta
6436,1348,16,Venta,0,24/03/17,Efectivo
6520,2184,15,Venta,0,24/03/17,Efectivo
6098,3741,19,Venta,0,24/03/17,Tarjeta
6966,4795,17,Venta,0,24/03/17,Efectivo
8025,1647,21,Venta,0,24/03/17,Efectivo
7294,2917,21,Venta,0,24/03/17,Tarjeta
6311,125,15,Venta,0,24/03/17,Tarjeta
6990,4101,21,Venta,0,25/03/17,Tarjeta
6078,4213,17,Venta,0,25/03/17,Tarjeta
8989,1892,21,Venta,0,25/03/17,Tarjeta
7198,2137,16,Venta,0,25/03/17,Tarjeta
6422,150,16,Venta,0,26/03/17,Tarjeta
6368,805,19,Venta,0,26/03/17,Efectivo
6916,1403,19,Venta,0,26/03/17,Efectivo
7883,2280,17,Venta,0,26/03/17,Efectivo
6246,3033,21,Venta,0,27/03/17,Tarjeta
6715,2476,19,Venta,0,27/03/17,Efectivo
8645,2650,15,Venta,0,27/03/17,Tarjeta
8673,1174,16,Venta,0,27/03/17,Tarjeta
7042,4453,16,Venta,0,27/03/17,Tarjeta
6734,352,19,Venta,0,27/03/17,Efectivo
7024,3200,16,Venta,0,27/03/17,Tarjeta
8605,1400,21,Venta,0,28/03/17,Tarjeta
6301,511,16,Venta,0,28/03/17,Tarjeta
8979,343,16,Venta,0,28/03/17,Efectivo
6418,1373,21,Venta,0,28/03/17,Efectivo
8156,1784,17,Venta,0,29/03/17,Tarjeta
6056,2662,15,Venta,0,29/03/17,Efectivo
7653,2740,19,Venta,0,29/03/17,Tarjeta
7107,448,21,Venta,0,29/03/17,Efectivo
7105,639,19,Venta,0,29/03/17,Efectivo
6083,758,19,Venta,0,30/03/17,Tarjeta
6914,4888,16,Venta,0,31/03/17,Tarjeta
6398,4737,16,Venta,0,31/03/17,Efectivo
7743,4385,17,Venta,0,31/03/17,Efectivo
7668,1472,16,Venta,0,01/04/17,Efectivo
6413,3424,20,Venta,0,01/04/17,Efectivo
6238,2317,15,Venta,0,01/04/17,Tarjeta
6245,4152,20,Venta,0,01/04/17,Tarjeta
8449,511,20,Venta,0,02/04/17,Efectivo
6563,1728,15,Venta,0,02/04/17,Efectivo
6752,3237,16,Venta,0,02/04/17,Efectivo
7326,3061,20,Venta,0,02/04/17,Tarjeta
8643,2809,17,Venta,0,02/04/17,Tarjeta
7721,269,21,Venta,0,02/04/17,Tarjeta
8916,3475,18,Venta,0,02/04/17,Efectivo
7879,2669,15,Venta,0,02/04/17,Efectivo
8975,4197,15,Venta,0,03/04/17,Efectivo
6061,220,18,Venta,0,03/04/17,Tarjeta
8584,4629,16,Venta,0,03/04/17,Tarjeta
6149,90,18,Venta,0,03/04/17,Tarjeta
8955,380,16,Venta,0,03/04/17,Efectivo
8628,911,16,Venta,0,04/04/17,Efectivo
8716,647,21,Venta,0,04/04/17,Efectivo
8939,1915,15,Venta,0,04/04/17,Efectivo
7472,1056,21,Venta,0,04/04/17,Tarjeta
6014,637,20,Venta,0,05/04/17,Efectivo
7588,1681,20,Venta,0,05/04/17,Tarjeta
6156,3160,18,Venta,0,05/04/17,Efectivo
6600,1656,16,Venta,0,05/04/17,Tarjeta
7330,1619,20,Venta,0,05/04/17,Tarjeta
7766,3823,16,Venta,0,06/04/17,Tarjeta
8711,1464,18,Venta,0,06/04/17,Tarjeta
8639,526,18,Venta,0,06/04/17,Tarjeta
6278,3273,17,Venta,0,06/04/17,Efectivo
8248,2145,21,Venta,0,06/04/17,Efectivo
8434,2646,19,Venta,0,06/04/17,Tarjeta
7893,2312,16,Venta,0,07/04/17,Tarjeta
8426,3167,17,Venta,0,07/04/17,Tarjeta
7163,3313,16,Venta,0,07/04/17,Tarjeta
8132,3332,20,Venta,0,08/04/17,Efectivo
7505,1385,16,Venta,0,08/04/17,Efectivo
7082,4126,18,Venta,0,08/04/17,Efectivo
6325,4344,15,Venta,0,09/04/17,Tarjeta
6044,2765,16,Venta,0,09/04/17,Tarjeta
8653,4905,16,Venta,0,09/04/17,Efectivo
6202,4941,20,Venta,0,10/04/17,Efectivo
6266,2630,18,Venta,0,10/04/17,Efectivo
8849,1030,21,Venta,0,10/04/17,Efectivo
8920,830,20,Venta,0,10/04/17,Tarjeta
7830,4368,19,Venta,0,10/04/17,Tarjeta
6595,3009,15,Venta,0,11/04/17,Efectivo
7229,419,20,Venta,0,11/04/17,Tarjeta
8191,1158,17,Venta,0,11/04/17,Tarjeta
7266,3843,18,Venta,0,11/04/17,Tarjeta
8349,1635,21,Venta,0,11/04/17,Tarjeta
8807,3337,15,Venta,0,11/04/17,Efectivo
7710,4595,17,Venta,0,12/04/17,Tarjeta
7706,270,20,Venta,0,12/04/17,Tarjeta
8789,414,18,Venta,0,12/04/17,Tarjeta
6781,161,20,Venta,0,12/04/17,Efectivo
8967,1461,17,Venta,0,13/04/17,Efectivo
8073,1656,20,Venta,0,13/04/17,Tarjeta
7368,4677,20,Venta,0,13/04/17,Efectivo
7860,2231,20,Venta,0,13/04/17,Tarjeta
8959,4058,18,Venta,0,13/04/17,Efectivo
6052,1889,15,Venta,0,13/04/17,Efectivo
6495,1220,16,Venta,0,13/04/17,Efectivo
6704,1723,19,Venta,0,14/04/17,Efectivo
8250,3904,18,Venta,0,15/04/17,Tarjeta
8329,1315,17,Venta,0,15/04/17,Efectivo
6652,3593,18,Venta,0,15/04/17,Tarjeta
7777,2904,16,Venta,0,15/04/17,Efectivo
7123,3318,16,Venta,0,15/04/17,Tarjeta
6290,1581,15,Venta,0,16/04/17,Tarjeta
6355,2779,21,Venta,0,16/04/17,Efectivo
6572,3885,18,Venta,0,16/04/17,Efectivo
8949,4121,21,Venta,0,16/04/17,Efectivo
6827,2875,21,Venta,0,16/04/17,Efectivo
8802,3748,20,Venta,0,16/04/17,Efectivo
8607,2308,20,Venta,0,17/04/17,Efectivo
6366,1164,21,Venta,0,17/04/17,Efectivo
7762,2742,18,Venta,0,17/04/17,Efectivo
7339,1563,20,Venta,0,18/04/17,Tarjeta
8841,2971,16,Venta,0,18/04/17,Efectivo
7736,76,21,Venta,0,18/04/17,Tarjeta
7378,1751,15,Venta,0,18/04/17,Tarjeta
8172,1070,17,Venta,0,18/04/17,Efectivo
7323,4137,21,Venta,0,18/04/17,Tarjeta
6363,1057,21,Venta,0,18/04/17,Efectivo
8866,4525,15,Venta,0,18/04/17,Efectivo
6226,2936,17,Venta,0,19/04/17,Tarjeta
7382,4923,16,Venta,0,19/04/17,Efectivo
6410,947,15,Venta,0,19/04/17,Tarjeta
7776,4160,19,Venta,0,20/04/17,Efectivo
7347,3039,17,Venta,0,20/04/17,Efectivo
8806,867,19,Venta,0,20/04/17,Tarjeta
6985,2458,21,Venta,0,20/04/17,Efectivo
7145,896,21,Venta,0,20/04/17,Efectivo
8577,3895,15,Venta,0,21/04/17,Tarjeta
6265,2091,19,Venta,0,21/04/17,Tarjeta
8784,264,16,Venta,0,21/04/17,Tarjeta
6485,2522,18,Venta,0,21/04/17,Tarjeta
6968,4050,17,Venta,0,21/04/17,Tarjeta
6482,3326,21,Venta,0,21/04/17,Tarjeta
8155,2434,18,Venta,0,21/04/17,Tarjeta
8460,1094,17,Venta,0,21/04/17,Efectivo
8433,1997,20,Venta,0,21/04/17,Efectivo
7764,2472,21,Venta,0,22/04/17,Tarjeta
6189,2594,15,Venta,0,22/04/17,Tarjeta
6122,3645,18,Venta,0,23/04/17,Efectivo
7739,322,20,Venta,0,23/04/17,Efectivo
6394,251,19,Venta,0,23/04/17,Tarjeta
8015,3099,20,Venta,0,23/04/17,Efectivo
7423,1313,20,Venta,0,23/04/17,Tarjeta
6820,1541,21,Venta,0,23/04/17,Tarjeta
7834,4417,15,Venta,0,24/04/17,Efectivo
6648,4656,19,Venta,0,24/04/17,Efectivo
8202,1794,19,Venta,0,24/04/17,Tarjeta
8450,2300,20,Venta,0,24/04/17,Efectivo
6559,2657,20,Venta,0,24/04/17,Efectivo
8526,4137,19,Venta,0,25/04/17,Tarjeta
6086,4533,20,Venta,0,25/04/17,Efectivo
8122,3728,20,Venta,0,25/04/17,Efectivo
6521,4078,16,Venta,0,25/04/17,Tarjeta
7856,2786,18,Venta,0,25/04/17,Efectivo
6524,1920,20,Venta,0,26/04/17,Tarjeta
7664,2862,15,Venta,0,26/04/17,Tarjeta
7997,1681,18,Venta,0,27/04/17,Tarjeta
8411,4014,20,Venta,0,27/04/17,Tarjeta
8578,4940,16,Venta,0,27/04/17,Efectivo
6147,490,19,Venta,0,27/04/17,Tarjeta
7280,1866,17,Venta,0,27/04/17,Tarjeta
7705,2781,15,Venta,0,27/04/17,Efectivo
8691,685,19,Venta,0,28/04/17,Efectivo
8595,2838,19,Venta,0,28/04/17,Efectivo
7525,1341,18,Venta,0,28/04/17,Tarjeta
6546,2878,21,Venta,0,29/04/17,Efectivo
7872,154,19,Venta,0,29/04/17,Efectivo
8588,4352,17,Venta,0,29/04/17,Efectivo
6091,543,16,Venta,0,29/04/17,Efectivo
7981,976,19,Venta,0,29/04/17,Efectivo
8624,2571,17,Venta,0,30/04/17,Efectivo
6024,1684,19,Venta,0,30/04/17,Tarjeta
7807,2867,15,Venta,0,30/04/17,Tarjeta
8811,2038,20,Venta,0,30/04/17,Efectivo
8203,4151,15,Venta,0,30/04/17,Tarjeta
7384,748,16,Venta,0,30/04/17,Tarjeta
7464,4681,15,Venta,0,30/04/17,Tarjeta
7836,4138,16,Venta,0,01/05/17,Tarjeta
7610,4142,15,Venta,0,01/05/17,Tarjeta
8201,3214,20,Venta,0,01/05/17,Tarjeta
8940,99,15,Venta,0,01/05/17,Efectivo
8799,3073,15,Venta,0,02/05/17,Efectivo
7849,2868,19,Venta,0,02/05/17,Tarjeta
6257,906,16,Venta,0,02/05/17,Efectivo
7577,2820,18,Venta,0,02/05/17,Efectivo
8116,4936,19,Venta,0,03/05/17,Efectivo
7882,2816,15,Venta,0,03/05/17,Efectivo
8950,1606,17,Venta,0,04/05/17,Efectivo
7519,287,21,Venta,0,04/05/17,Efectivo
6604,1850,21,Venta,0,04/05/17,Tarjeta
7041,4987,18,Venta,0,04/05/17,Tarjeta
7992,4779,21,Venta,0,04/05/17,Tarjeta
8386,3433,15,Venta,0,05/05/17,Tarjeta
7133,152,15,Venta,0,05/05/17,Efectivo
6281,2671,17,Venta,0,06/05/17,Efectivo
8913,2500,17,Venta,0,06/05/17,Tarjeta
6672,4073,21,Venta,0,06/05/17,Efectivo
7582,810,16,Venta,0,07/05/17,Tarjeta
8237,1292,20,Venta,0,07/05/17,Efectivo
7188,278,19,Venta,0,07/05/17,Efectivo
8899,699,18,Venta,0,07/05/17,Efectivo
8531,4766,20,Venta,0,07/05/17,Efectivo
6227,1206,17,Venta,0,08/05/17,Tarjeta
8547,881,20,Venta,0,08/05/17,Tarjeta
8703,4764,17,Venta,0,08/05/17,Efectivo
6508,3077,15,Venta,0,09/05/17,Tarjeta
7905,2420,17,Venta,0,09/05/17,Tarjeta
8286,4190,18,Venta,0,09/05/17,Efectivo
6655,3587,20,Venta,0,10/05/17,Efectivo
8476,1976,17,Venta,0,10/05/17,Tarjeta
8342,445,15,Venta,0,10/05/17,Tarjeta
7976,235,21,Venta,0,10/05/17,Tarjeta
6815,2516,17,Venta,0,10/05/17,Efectivo
7485,68,17,Venta,0,11/05/17,Tarjeta
8173,711,18,Venta,0,11/05/17,Efectivo
8947,2061,16,Venta,0,11/05/17,Efectivo
8719,4900,15,Venta,0,13/05/17,Efectivo
7884,3108,15,Venta,0,13/05/17,Efectivo
7478,208,17,Venta,0,13/05/17,Tarjeta
7238,4477,15,Venta,0,13/05/17,Tarjeta
7847,2331,21,Venta,0,13/05/17,Efectivo
6071,3773,17,Venta,0,13/05/17,Tarjeta
6469,2478,15,Venta,0,14/05/17,Tarjeta
7264,4160,18,Venta,0,14/05/17,Efectivo
7989,2832,21,Venta,0,14/05/17,Efectivo
7244,1021,18,Venta,0,14/05/17,Tarjeta
8786,4245,20,Venta,0,14/05/17,Tarjeta
6870,3875,19,Venta,0,15/05/17,Tarjeta
6545,45,19,Venta,0,15/05/17,Tarjeta
6457,4949,16,Venta,0,15/05/17,Tarjeta
